mean,variance
0.00294211,1.08001e-05
0.00359073,1.51327e-05
0.00437188,2.12597e-05
0.0053185,2.9891e-05
0.00646804,4.2036e-05
0.00786534,5.91151e-05
0.00956487,8.31222e-05
0.0116331,0.000116852
0.0141511,0.000164219
0.017218,0.000230699
0.0209549,0.000323949
0.0255101,0.000454661
0.0310648,0.000637746
0.0378407,0.000893984
0.0461096,0.00125228
0.0562038,0.00175279
0.068531,0.00245122
0.0835904,0.00342468
0.101994,0.0047797
0.124494,0.00666317
0.15201,0.00927708
0.185673,0.0128985
0.226871,0.0179062
0.27731,0.0248165
0.339084,0.0343303
0.414682,0.0473796
0.507315,0.0652413
0.620249,0.0894783
0.758314,0.122301
0.927575,0.16668
1.13538,0.226505
1.39063,0.306793
1.70423,0.413958
2.08961,0.556094
2.56328,0.743245
3.14562,0.987598
3.86171,1.30352
4.74245,1.70732
5.82593,2.21645
7.15448,2.84591
8.76274,3.5989
10.6742,4.45971
12.8941,5.38739
15.4289,6.32252
18.2204,7.17291
21.1954,7.84067
24.2614,8.24049
27.3278,8.31883
30.3149,8.0626
33.1539,7.49822
35.7836,6.68466
38.199,5.69759
40.3861,4.62326
42.3307,3.54815
44.0229,2.55098
45.4388,1.69855
46.5484,1.03927
47.3242,0.598387
47.7492,0.37703
47.8239,0.355813
47.562,0.501022
46.9881,0.771176
46.1417,1.12451
45.0677,1.52311
43.8127,1.93535
42.4226,2.33682
40.9386,2.70996
39.3965,3.04337
37.8239,3.33026
36.2424,3.56789
34.6641,3.75521
33.0957,3.89234
31.5442,3.98115
30.0168,4.02506
28.5149,4.0266
27.0395,3.98831
25.5914,3.91307
24.1751,3.80541
22.7941,3.67016
21.4504,3.51162
20.1459,3.33402
18.8835,3.14236
17.6671,2.9418
16.5,2.73717
15.3847,2.53262
14.3231,2.33166
13.3165,2.13703
12.3649,1.95075
11.4686,1.77443
10.6275,1.60922
9.8407,1.45579
9.10732,1.31444
8.42574,1.18515
7.79436,1.06773
7.21147,0.961894
6.67457,0.867045
6.18083,0.782454
5.72723,0.707313
5.31061,0.640745
4.92817,0.581974
4.57718,0.530217
4.25496,0.484701
3.95904,0.444702
3.68707,0.409525
3.43687,0.378523
3.2065,0.351136
2.99443,0.326954
2.79932,0.305659
2.62008,0.287023
2.45573,0.270864
