mean,variance
0.102293,0.00561314
0.11491,0.00685865
0.129097,0.00837826
0.145052,0.0102316
0.162996,0.0124911
0.183181,0.0152447
0.205889,0.018599
0.231438,0.022683
0.260187,0.0276531
0.29254,0.0336985
0.328953,0.0410476
0.369942,0.0499766
0.416086,0.0608181
0.468041,0.0739731
0.526543,0.0899241
0.592427,0.109251
0.666633,0.132648
0.750222,0.16095
0.84439,0.195153
0.95049,0.236447
1.07005,0.28625
1.20478,0.346249
1.35664,0.418444
1.52783,0.505202
1.7208,0.609316
1.93825,0.733995
2.18341,0.883119
2.45907,1.06064
2.76937,1.27172
3.1192,1.52255
3.5139,1.82021
3.95936,2.17271
4.46215,2.58912
5.02965,3.07961
5.6702,3.65556
6.39318,4.32949
7.20923,5.11506
8.13032,6.02689
9.16998,7.08029
10.3414,8.28852
11.6521,9.65531
13.1034,11.1715
14.6888,12.8113
16.4028,14.5411
18.2153,16.2918
20.0918,17.9815
21.9912,19.519
23.8746,20.8193
25.7085,21.8131
27.4643,22.4513
29.1154,22.7047
30.666,22.584
32.1126,22.1102
33.4498,21.3148
34.6727,20.2389
35.7646,18.9269
36.7006,17.4275
37.4526,15.7947
37.9954,14.0862
38.3152,12.3609
38.4066,10.6742
38.2731,9.0742
37.937,7.59895
37.4282,6.27542
36.7816,5.11979
36.0332,4.13884
35.2158,3.33205
34.3576,2.6936
33.4782,2.21405
32.5921,1.88151
31.7018,1.68178
30.8041,1.59835
29.8987,1.61378
28.9884,1.7111
28.0664,1.87108
27.1253,2.07342
26.1593,2.29783
25.1721,2.52863
24.1673,2.75204
23.1439,2.95356
22.0999,3.11966
21.0416,3.244
19.9791,3.32535
18.9227,3.3658
17.8823,3.36908
16.8661,3.34007
15.8813,3.28402
14.9325,3.2056
14.0255,3.1111
13.1655,3.00694
12.356,2.89862
11.5997,2.79102
10.8975,2.68756
10.25,2.59164
9.65767,2.50641
9.11811,2.43267
8.62801,2.3703
8.18341,2.3186
7.77975,2.27623
7.41353,2.24272
7.08116,2.21729
6.77904,2.19897
6.50393,2.1869
6.25266,2.18004
6.02231,2.1774
5.81052,2.17832
5.61599,2.18314
5.43797,2.19267
5.2762,2.20821
5.13053,2.23113
