mean,variance
1.02719,0.136251
1.12316,0.157915
1.22814,0.18293
1.34298,0.211795
1.46861,0.245079
1.60604,0.283431
1.75641,0.327588
1.92092,0.378388
2.10092,0.43678
2.29786,0.503839
2.51336,0.58078
2.74917,0.668972
3.00722,0.769954
3.28961,0.885457
3.59865,1.01741
3.93688,1.16799
4.30705,1.33958
4.7122,1.53486
5.15566,1.75678
5.64106,2.00858
6.1724,2.29382
6.75404,2.61637
7.39077,2.98044
8.08783,3.39055
8.85098,3.85154
9.68649,4.36855
10.6013,4.94693
11.6029,5.59228
12.6996,6.31025
13.9006,7.10654
15.2156,7.98669
16.6557,8.95593
18.2328,10.0189
19.9599,11.1796
21.8514,12.4408
23.923,13.8036
26.192,15.2675
28.6771,16.8292
31.3991,18.4825
34.3806,20.2178
37.6466,22.0211
41.2241,23.8738
45.1371,25.7486
49.39,27.5997
53.9648,29.3623
58.8111,30.9516
63.8457,32.2689
68.9695,33.219
74.0666,33.719
78.9996,33.7062
83.6398,33.1537
87.88,32.0765
91.6486,30.5308
94.9051,28.6042
97.6308,26.4037
99.8184,24.0431
101.474,21.6339
102.624,19.2792
103.305,17.0681
103.563,15.0727
103.437,13.3463
102.971,11.9242
102.202,10.8254
101.169,10.0552
99.9056,9.60659
98.4407,9.46279
96.7989,9.5986
95.0046,9.98417
93.0867,10.5894
91.0333,11.3615
88.8244,12.2361
86.4832,13.1724
84.0475,14.1446
81.5536,15.1337
79.0417,16.1325
76.5502,17.1422
74.1012,18.1573
71.7089,19.171
69.3809,20.1746
67.1293,21.1701
64.974,22.176
62.8855,23.1452
60.811,23.9906
58.7303,24.6696
56.641,25.1675
54.5537,25.4939
52.4764,25.6568
50.412,25.6575
48.4,25.5692
46.4603,25.4311
44.6015,25.2629
42.8259,25.0738
41.1306,24.8644
39.5136,24.6374
37.9732,24.3979
36.5043,24.1431
35.1258,23.9247
33.8459,23.771
32.6678,23.6996
31.5917,23.7226
30.6149,23.8465
29.7343,24.0778
28.9454,24.4208
28.2456,24.8849
27.6309,25.4772
27.0953,26.1993
26.6166,27.0015
26.167,27.8111
25.7371,28.6083
25.3263,29.4002
