mean,variance
0.101814,0.000600586
0.115883,0.000748997
0.131899,0.000933508
0.150132,0.00116273
0.170888,0.00144729
0.194517,0.00180026
0.221419,0.00223772
0.252045,0.00277944
0.286914,0.00344967
0.326613,0.0042781
0.371813,0.00530111
0.423276,0.0065631
0.481872,0.00811826
0.548591,0.0100326
0.624559,0.0123863
0.711062,0.0152769
0.809561,0.0188222
0.921722,0.0231649
1.04944,0.0284772
1.19489,0.034966
1.36051,0.0428804
1.54912,0.0525183
1.76392,0.0642361
2.00853,0.0784585
2.2871,0.0956904
2.60436,0.116531
2.96568,0.141687
3.37718,0.171993
3.84584,0.208429
4.37962,0.252146
4.98755,0.304486
5.67996,0.367017
6.46857,0.441565
7.36677,0.530256
8.38979,0.63557
9.55496,0.7604
10.8821,0.908137
12.3936,1.08279
14.1151,1.28913
16.0758,1.53294
18.3089,1.82133
20.8522,2.16323
23.7376,2.56877
26.9944,3.04914
30.6406,3.61497
34.6762,4.27307
39.0773,5.02213
43.8057,5.85101
48.809,6.73719
54.0172,7.64522
59.3544,8.53128
64.7562,9.35367
70.1642,10.0755
75.5243,10.6673
80.7981,11.1131
85.9565,11.4082
90.9785,11.557
95.8439,11.5691
100.55,11.4624
105.113,11.2585
109.553,10.9758
113.892,10.6281
118.157,10.2251
122.357,9.77313
126.513,9.27906
130.64,8.75074
134.753,8.19884
138.897,7.63748
143.045,7.08958
147.2,6.58147
151.325,6.14264
155.395,5.8013
159.408,5.58772
163.376,5.53716
167.288,5.68431
171.213,6.09422
175.189,6.84327
179.294,8.05557
183.604,9.90314
188.155,12.5789
192.958,16.2947
198.018,21.2786
203.337,27.7823
208.927,36.1052
214.809,46.6
220.993,59.6476
227.504,75.7208
234.374,95.3932
241.627,119.296
249.303,148.23
257.43,183.066
266.057,224.946
275.228,275.142
284.986,335.161
295.387,406.846
306.495,492.418
318.354,594.243
331.024,715.263
344.595,859.291
359.119,1030.19
374.634,1232.09
391.188,1469.9
408.851,1749.59
427.704,2078.34
447.837,2464.57
469.337,2917.88
492.17,3445.16
516.458,4059.33
542.406,4778.55
570.239,5624.88
