iter,D_sim
0,2.17243
0,2.41685
0,2.68876
0,2.99123
0,3.3277
0,3.70199
0,4.11833
0,4.58144
0,5.09657
0,5.66953
0,6.30682
0,7.01561
0,7.80391
0,8.68061
0,9.65557
0,10.7397
0,11.9453
0,13.2858
0,14.7761
0,16.433
0,18.2715
0,20.3103
0,22.5753
0,25.0927
0,27.8908
0,31.0005
0,34.4557
0,38.2941
0,42.5569
0,47.287
0,52.5207
0,58.3096
0,64.7081
0,71.7783
0,79.6113
0,88.2916
0,97.9136
0,108.559
0,120.306
0,133.242
0,147.443
0,162.655
0,178.478
0,194.6
0,210.733
0,226.419
0,241.035
0,253.848
0,264.519
0,272.932
0,278.873
0,282.14
0,282.737
0,280.877
0,276.891
0,271.145
0,263.962
0,255.644
0,246.465
0,236.672
0,226.479
0,216.064
0,205.579
0,195.177
0,184.974
0,175.057
0,165.49
0,156.323
0,147.587
0,139.3
0,131.463
0,124.038
0,116.996
0,110.313
0,103.973
0,97.9596
0,92.259
0,86.8564
0,81.768
0,77.0015
0,72.5564
0,68.4264
0,64.5987
0,61.0584
0,57.7903
0,54.776
0,51.9918
0,49.4144
0,47.028
0,44.8056
0,42.7294
0,40.785
0,38.9638
0,37.2645
0,35.6879
0,34.2294
0,32.8948
0,31.6828
0,30.5891
0,29.6129
0,28.7552
0,28.0153
0,27.39
0,26.8753
0,26.4674
0,26.1587
0,25.9424
0,25.813
0,25.772
0,25.8041
1,1.25616
1,1.41204
1,1.58725
1,1.78421
1,2.00559
1,2.25442
1,2.53411
1,2.84847
1,3.20181
1,3.59893
1,4.04527
1,4.54691
1,5.11068
1,5.74427
1,6.45629
1,7.25643
1,8.15555
1,9.16585
1,10.301
1,11.5764
1,13.0067
1,14.6099
1,16.41
1,18.4321
1,20.7037
1,23.2553
1,26.121
1,29.3387
1,32.951
1,37.0027
1,41.535
1,46.6034
1,52.2674
1,58.5958
1,65.6846
1,73.627
1,82.5285
1,92.4863
1,103.598
1,115.972
1,129.711
1,144.603
1,160.295
1,176.508
1,192.978
1,209.264
1,224.74
1,238.659
1,250.655
1,260.576
1,268.162
1,273.155
1,275.511
1,275.402
1,273.128
1,269.029
1,263.409
1,256.554
1,248.728
1,240.172
1,231.099
1,221.685
1,212.085
1,202.461
1,192.935
1,183.604
1,174.54
1,165.799
1,157.422
1,149.434
1,141.842
1,134.608
1,127.706
1,121.114
1,114.819
1,108.81
1,103.076
1,97.6062
1,92.426
1,87.5517
1,82.9892
1,78.7372
1,74.7865
1,71.1249
1,67.7394
1,64.6133
1,61.722
1,59.0411
1,56.5559
1,54.2357
1,52.0618
1,50.0193
1,48.1008
1,46.3079
1,44.6449
1,43.1091
1,41.7114
1,40.4532
1,39.3316
1,38.349
1,37.5096
1,36.8157
1,36.2663
1,35.8587
1,35.5907
1,35.4543
1,35.4431
1,35.5516
1,35.7853
1,36.1239
2,2.25292
2,2.5041
2,2.78326
2,3.09351
2,3.43832
2,3.82153
2,4.2474
2,4.72067
2,5.24661
2,5.83107
2,6.48053
2,7.2022
2,8.00408
2,8.89505
2,9.88495
2,10.9847
2,12.2065
2,13.5637
2,15.0713
2,16.7457
2,18.602
2,20.6587
2,22.9413
2,25.4759
2,28.2905
2,31.4155
2,34.8846
2,38.7346
2,43.0064
2,47.742
2,52.977
2,58.7618
2,65.1496
2,72.2016
2,80.0068
2,88.6481
2,98.2177
2,108.795
2,120.457
2,133.287
2,147.358
2,162.418
2,178.073
2,194.012
2,209.948
2,225.433
2,239.851
2,252.482
2,262.993
2,271.269
2,277.101
