mean,variance
0.241501,0.0013056
0.26043,0.00148714
0.280843,0.00169356
0.302858,0.00192819
0.326599,0.00219484
0.352202,0.00249777
0.379813,0.00284184
0.40959,0.00323252
0.441702,0.00367601
0.476334,0.00417929
0.513683,0.00475024
0.553962,0.00539778
0.5974,0.00613196
0.644247,0.00696409
0.69477,0.00790694
0.749256,0.00897489
0.808019,0.0101841
0.871392,0.0115529
0.939738,0.0131016
1.01306,0.0148434
1.09162,0.0167981
1.17582,0.0189904
1.26614,0.0214493
1.36301,0.0242054
1.46697,0.0272944
1.57865,0.0307583
1.6988,0.0346471
1.82821,0.0390168
1.96778,0.0439327
2.11859,0.0494733
2.28163,0.0557205
2.45785,0.0627628
2.64828,0.0706971
2.854,0.0796308
3.07616,0.0896829
3.31602,0.100986
3.57493,0.113688
3.85437,0.127951
4.15592,0.143959
4.48129,0.161914
4.83233,0.182041
5.21105,0.204589
5.6196,0.229835
6.05954,0.258023
6.53131,0.289308
7.03445,0.323748
7.56731,0.361258
8.12694,0.401573
8.70952,0.444271
9.30977,0.488702
9.92246,0.53414
10.5421,0.579783
11.1614,0.624577
11.7739,0.667567
12.374,0.707893
12.9556,0.744715
13.5136,0.77737
14.0451,0.805511
14.5489,0.82908
15.0287,0.848546
15.4886,0.864399
15.9323,0.877083
16.3637,0.887
16.7874,0.894545
17.2069,0.900009
17.6256,0.903614
18.0446,0.905411
18.4657,0.905489
18.8873,0.903733
19.308,0.900059
19.7268,0.894409
20.1438,0.886831
20.5595,0.877382
20.9743,0.866123
21.3874,0.853091
21.8014,0.838441
22.2176,0.822302
22.6377,0.804804
23.0621,0.786045
23.4909,0.766113
23.9249,0.745118
24.3654,0.723197
24.8084,0.700344
25.2487,0.676532
25.6807,0.651723
26.0981,0.625887
26.495,0.599035
26.866,0.571238
27.2062,0.542634
27.5175,0.513526
27.8048,0.484268
28.0746,0.455204
28.3337,0.426633
28.5881,0.398808
28.8434,0.371954
29.1001,0.346268
29.3587,0.321944
29.6182,0.299173
29.8784,0.278142
30.1386,0.259038
30.3991,0.242052
30.6609,0.227387
30.9287,0.215321
31.2094,0.206232
31.5118,0.200659
31.8438,0.199293
32.2114,0.202956
32.6213,0.212703
33.0814,0.229929
33.6009,0.256465
