mean,variance
0.000348595,3.63943e-08
0.000458793,4.21138e-08
0.000575862,5.27347e-08
0.000707562,6.79318e-08
0.000859044,8.84271e-08
0.00103482,1.15579e-07
0.00123958,1.51332e-07
0.0014786,1.98301e-07
0.00175798,2.59933e-07
0.00208485,3.40739e-07
0.00246757,4.46602e-07
0.00291595,5.85183e-07
0.00344151,7.66444e-07
0.00405777,1.00332e-06
0.00478063,1.31257e-06
0.00562875,1.7159e-06
0.00662406,2.24137e-06
0.00779233,2.9252e-06
0.00916381,3.81405e-06
0.0107711,4.96607e-06
0.0126519,6.45465e-06
0.0148487,8.37167e-06
0.0174126,1.08335e-05
0.0204033,1.39871e-05
0.0238916,1.80179e-05
0.027957,2.3156e-05
0.0326929,2.9689e-05
0.0382138,3.79823e-05
0.0446607,4.85036e-05
0.0521985,6.18413e-05
0.0610216,7.8736e-05
0.0713615,0.000100122
0.0834973,0.000127187
0.0977564,0.000161422
0.114512,0.000204676
0.13417,0.000259193
0.157206,0.000327753
0.184173,0.000413797
0.21571,0.000521601
0.252546,0.000656459
0.295514,0.000824965
0.345532,0.00103529
0.403559,0.00129742
0.470347,0.00162259
0.546132,0.00202187
0.63058,0.00250479
0.722882,0.00307807
0.821499,0.00374236
0.924256,0.00448973
1.02865,0.00530306
1.13244,0.00615958
1.23416,0.00703652
1.33321,0.00791566
1.42925,0.00878083
1.52245,0.00962144
1.61313,0.01043
1.70166,0.0112012
1.78851,0.011932
1.87389,0.0126183
1.95798,0.0132566
2.04066,0.0138413
2.12211,0.0143701
2.2022,0.0148388
2.2807,0.0152427
2.35751,0.0155792
2.43265,0.0158473
2.5061,0.0160464
2.57798,0.0161775
2.64795,0.01624
2.71607,0.0162359
2.78258,0.016169
2.84771,0.0160433
2.91212,0.0158651
2.9763,0.0156399
3.04112,0.0153738
3.10746,0.0150725
3.17583,0.0147405
3.24657,0.0143816
3.32009,0.0139996
3.39679,0.0135982
3.4769,0.0131816
3.56054,0.0127542
3.64772,0.0123212
3.73845,0.0118884
3.83271,0.0114629
3.9305,0.0110526
4.03192,0.0106668
4.13721,0.0103158
4.24675,0.0100119
4.36074,0.00976921
4.47919,0.00960415
4.60204,0.00953497
4.72907,0.00958193
4.85999,0.00976707
4.99457,0.0101144
5.1326,0.0106499
5.27428,0.0114035
5.42005,0.0124099
5.57088,0.0137116
5.72785,0.0153605
5.89216,0.017419
6.06501,0.0199619
6.24756,0.0230777
6.44097,0.0268717
6.64599,0.0314621
6.86254,0.0369694
7.09109,0.0435406
7.33228,0.0513472
7.58693,0.0605919
7.8559,0.0715094
