mean,variance
0.00162066,7.10947e-08
0.0018525,8.66419e-08
0.002113,1.0576e-07
0.00240595,1.29243e-07
0.00273564,1.58064e-07
0.0031069,1.93407e-07
0.00352517,2.3671e-07
0.00399663,2.89724e-07
0.0045282,3.5457e-07
0.00512774,4.33819e-07
0.00580411,5.3058e-07
0.00656729,6.48613e-07
0.00742859,7.92448e-07
0.00840077,9.67547e-07
0.00949823,1.18048e-06
0.0107372,1.43912e-06
0.0121362,1.75293e-06
0.0137158,2.1332e-06
0.0154996,2.59343e-06
0.017514,3.14969e-06
0.0197881,3.8209e-06
0.0223536,4.62922e-06
0.0252457,5.60051e-06
0.0285053,6.76536e-06
0.0321789,8.15969e-06
0.0363218,9.82619e-06
0.040997,1.1815e-05
0.0462743,1.41844e-05
0.0522339,1.70023e-05
0.0589665,2.03474e-05
0.0665734,2.43104e-05
0.075168,2.89948e-05
0.0848788,3.45188e-05
0.0958503,4.10166e-05
0.108246,4.86401e-05
0.122251,5.75598e-05
0.138073,6.79669e-05
0.155949,8.00746e-05
0.176145,9.41202e-05
0.198961,0.000110367
0.224738,0.000129108
0.253859,0.00015067
0.286759,0.000175423
0.323922,0.000203791
0.36588,0.000236268
0.413227,0.000273449
0.466637,0.000316077
0.526846,0.000365118
0.594616,0.00042184
0.670638,0.000487914
0.755659,0.000565572
0.850322,0.000657757
0.955259,0.00076835
1.07076,0.000902155
1.19667,0.0010647
1.3325,0.00126199
1.47773,0.00150071
1.6321,0.00178887
1.79455,0.00213397
1.96336,0.00254171
2.13687,0.00301707
2.3136,0.0035649
2.49226,0.00419046
2.67183,0.00490011
2.85044,0.00569613
3.02745,0.00658644
3.20277,0.00758285
3.37645,0.008699
3.5486,0.0099499
3.71951,0.0113528
3.88938,0.012925
4.05815,0.0146829
4.22559,0.0166416
4.39178,0.0188191
4.55684,0.0212342
4.72113,0.0239084
4.88477,0.0268626
5.04773,0.0301164
5.21022,0.0336932
5.37246,0.0376179
5.53459,0.0419157
5.69661,0.0466116
5.85843,0.0517304
6.02001,0.0572983
6.18126,0.0633413
6.34212,0.0698864
6.50236,0.0769583
6.66206,0.0845874
6.82131,0.0928067
6.98027,0.101652
7.13925,0.111167
7.29871,0.121402
7.46039,0.132462
7.62664,0.144492
7.80036,0.157695
7.98424,0.172311
8.18137,0.188656
8.39443,0.207099
8.62552,0.228058
8.87628,0.252006
9.14826,0.279497
9.4428,0.311164
9.7614,0.347761
10.1058,0.390183
10.4781,0.439525
10.8808,0.497098
11.3161,0.564404
11.7851,0.643075
12.2895,0.734977
12.8314,0.842397
