mean,variance
0.0748943,0.000385651
0.0834218,0.000462729
0.0929219,0.00055493
0.103506,0.000665151
0.115297,0.000796826
0.128434,0.000954025
0.143071,0.00114156
0.159378,0.00136513
0.177548,0.00163144
0.197792,0.0019484
0.220349,0.00232535
0.245482,0.00277324
0.273487,0.00330492
0.304693,0.00393546
0.339466,0.00468249
0.378214,0.0055666
0.421393,0.00661177
0.46951,0.0078459
0.52313,0.00930134
0.582886,0.0110156
0.649478,0.0130318
0.723693,0.0153998
0.806402,0.0181767
0.89858,0.0214279
1.00131,0.0252276
1.11581,0.0296604
1.24343,0.0348215
1.38566,0.0408182
1.5442,0.04777
1.7209,0.0558099
1.91786,0.0650842
2.1374,0.0757529
2.38211,0.0879888
2.65489,0.101977
2.95896,0.117911
3.29792,0.135994
3.67576,0.156428
4.09698,0.179413
4.56654,0.205136
5.09001,0.233761
5.67359,0.265417
6.32419,0.300178
7.04951,0.338048
7.85816,0.378935
8.75972,0.422626
9.76488,0.468762
10.8856,0.516811
12.1351,0.566044
13.5282,0.615522
15.0816,0.6641
16.8089,0.710762
18.7217,0.754595
20.8347,0.794398
23.1653,0.828967
25.734,0.85742
28.5449,0.880853
31.5858,0.901608
34.8277,0.922474
38.2239,0.945672
41.7025,0.972134
45.1738,1.00056
48.5374,1.02844
51.7176,1.05449
54.6672,1.08148
57.3725,1.11588
59.8463,1.16519
62.1223,1.23435
64.249,1.32334
66.2785,1.42752
68.2608,1.53994
70.2393,1.65472
72.2484,1.77034
74.3147,1.89145
76.4624,2.02935
78.7072,2.20352
81.06,2.4407
83.5297,2.77442
86.1067,3.24255
88.7804,3.88384
91.544,4.73842
94.3911,5.84772
97.3198,7.25689
100.331,9.01609
103.426,11.1813
106.633,13.8401
109.98,17.1044
113.494,21.1059
117.203,26.0091
121.157,32.0544
125.374,39.4696
129.856,48.4798
134.61,59.3509
139.64,72.372
144.947,87.8487
150.535,106.14
156.392,127.557
162.56,152.725
169.07,182.319
175.946,217.065
183.225,257.899
190.968,306.119
199.239,363.271
208.097,431.157
217.593,511.789
227.817,608.025
238.873,723.446
250.861,862.315
263.861,1029.36
277.947,1230.02
293.186,1470.57
