mean,variance
0.380442,0.00661118
0.434337,0.0083323
0.495881,0.0105052
0.56616,0.0132503
0.646416,0.0167204
0.738069,0.0211106
0.84274,0.0266692
0.962281,0.0337139
1.09881,0.0426506
1.25474,0.0539999
1.43283,0.0684298
1.63625,0.0867993
1.8686,0.110215
2.13399,0.140106
2.43714,0.17832
2.78343,0.22725
3.179,0.290005
3.63088,0.370629
4.1471,0.474394
4.73684,0.608184
5.41058,0.781011
6.1803,1.00469
7.05969,1.29474
8.06442,1.67159
9.21236,2.16216
10.524,2.80203
12.0226,3.63821
13.735,4.73302
15.6916,6.16911
17.9274,8.05628
20.4822,10.5406
23.4016,13.8165
26.7378,18.1432
30.5502,23.8667
34.9069,31.4491
39.8858,41.5079
45.5757,54.8693
52.0783,72.639
59.5098,96.2981
68.0029,127.831
77.7093,169.897
88.8024,226.064
101.48,301.117
115.966,401.443
132.416,534.6
150.913,709.116
171.474,934.29
194.057,1219.87
218.555,1575.46
244.788,2009.59
272.538,2529.56
301.616,3142.65
331.873,3856.56
363.204,4679.99
395.535,5622.67
428.823,6695.7
463.093,7913.66
498.419,9294.61
534.908,10860.3
572.744,12639.6
612.105,14664.7
653.161,16972.2
696.081,19603.6
740.993,22603.1
788.004,26018.5
837.209,29902.4
888.624,34305.9
942.27,39285.1
998.221,44906.3
1056.69,51258.6
1117.47,58389.2
1180.44,66357.9
1245.72,75256.7
1313.67,85224.4
1384.7,96428.8
1459.15,109049
1537.29,123273
1620.11,139458
1708.47,158000
1803,179306
1904.04,203775
2011.83,231835
2126.75,264002
2249.4,300920
2380.4,343344
2520.53,392181
2670.66,448506
2831.72,513589
3004.91,588999
3191.73,676716
3393.87,779136
3613.25,899200
3851.81,1.04037e+06
4111.6,1.20675e+06
4394.71,1.40318e+06
4703.36,1.63536e+06
5039.28,1.9095e+06
5404.58,2.23302e+06
5801.66,2.61479e+06
6232.21,3.06409e+06
6697.92,3.59135e+06
7201.08,4.20905e+06
7743.96,4.93114e+06
8329.26,5.77392e+06
8959.32,6.75485e+06
9636.24,7.89275e+06
10363.3,9.21054e+06
11144.3,1.07343e+07
11982.9,1.2493e+07
12884,1.45205e+07
