mean,variance
0.834541,0.810618
0.972227,1.04408
1.13308,1.34456
1.32108,1.73114
1.5409,2.22831
1.79803,2.8674
2.09894,3.68848
2.45124,4.74273
2.86388,6.09543
3.3474,7.82972
3.91424,10.0513
4.57904,12.8942
5.3591,16.5281
6.27479,21.1675
7.35018,27.0823
8.61372,34.6112
10.099,44.178
11.8457,56.3108
13.9007,71.6644
16.3197,91.0465
19.1684,115.448
22.5246,146.074
26.4766,184.35
31.1213,231.889
36.562,290.455
42.9143,361.953
50.3125,448.452
58.9098,552.11
68.8669,674.95
80.371,818.896
93.6615,985.914
109.053,1178.15
126.894,1397.34
147.553,1644.44
171.424,1919.45
198.906,2221.34
230.386,2548.12
266.057,2896.08
305.861,3259.94
349.344,3632.34
395.668,4003.78
443.56,4360.89
491.466,4685.64
537.825,4957.3
581.244,5155.58
620.571,5263.42
655.201,5275.63
684.931,5198.15
709.821,5044.78
730.029,4831.78
745.761,4575.39
757.27,4290.95
764.824,3991.76
768.68,3688.26
769.118,3389.27
766.466,3102.56
761.096,2834.82
753.349,2590.12
743.408,2367.8
731.409,2166.12
717.481,1983.51
701.817,1819.63
684.634,1674.44
666.168,1547.91
646.644,1439.47
626.395,1348.96
605.772,1275.08
585.11,1215.31
564.661,1166.29
544.6,1124.62
525.019,1087.5
505.859,1053.13
487.099,1020.43
468.756,988.628
450.86,957.166
433.447,925.65
416.543,893.868
400.175,861.723
384.452,828.812
369.427,795.218
355.114,761.376
341.501,727.906
328.58,695.454
316.285,664.785
304.572,636.414
293.434,610.715
282.865,588.072
272.862,568.898
263.431,553.689
254.483,542.468
246.016,535.487
238.026,533.02
230.544,535.811
223.623,545.158
217.315,562.87
211.661,591.107
206.768,634.02
202.711,696.49
199.549,784.493
197.275,903.706
195.871,1060.36
195.309,1261.14
195.566,1513.78
196.617,1826.84
198.441,2209.99
201.041,2675.72
204.508,3245.49
208.962,3948.78
214.564,4826.85
221.506,5936.1
