iter,D_sim
0,0.816196
0,0.897092
0,0.986005
0,1.08373
0,1.19114
0,1.3092
0,1.43896
0,1.58157
0,1.73833
0,1.91061
0,2.09997
0,2.3081
0,2.53685
0,2.78827
0,3.06461
0,3.36833
0,3.70215
0,4.06905
0,4.47231
0,4.91552
0,5.40265
0,5.93804
0,6.52649
0,7.17323
0,7.88404
0,8.66528
0,9.5239
0,10.4676
0,11.5047
0,12.6446
0,13.8974
0,15.2742
0,16.7874
0,18.4504
0,20.278
0,22.2865
0,24.4938
0,26.9195
0,29.5852
0,32.5147
0,35.7338
0,39.2713
0,43.1526
0,47.3828
0,51.9445
0,56.7871
0,61.8257
0,66.9594
0,72.0695
0,77.0154
0,81.6648
0,85.9084
0,89.6737
0,92.9206
0,95.6311
0,97.7989
0,99.4315
0,100.556
0,101.212
0,101.446
0,101.301
0,100.818
0,100.038
0,98.9992
0,97.7353
0,96.2753
0,94.6431
0,92.863
0,90.9641
0,88.9316
0,86.7427
0,84.4214
0,82.0067
0,79.5366
0,77.0526
0,74.5943
0,72.1839
0,69.8351
0,67.5547
0,65.3545
0,63.2547
0,61.2229
0,59.2019
0,57.17
0,55.1249
0,53.0782
0,51.0387
0,49.0095
0,47.033
0,45.1301
0,43.3098
0,41.574
0,39.9193
0,38.3433
0,36.844
0,35.4158
0,34.0789
0,32.8419
0,31.7078
0,30.6767
0,29.7454
0,28.9105
0,28.1672
0,27.5126
0,26.9426
0,26.4509
0,26.0136
0,25.6017
0,25.2054
0,24.8248
1,0.814716
1,0.895435
1,0.984151
1,1.08166
1,1.18882
1,1.3066
1,1.43606
1,1.57833
1,1.7347
1,1.90657
1,2.09546
1,2.30306
1,2.53122
1,2.78199
1,3.05761
1,3.36052
1,3.69344
1,4.05934
1,4.46148
1,4.90345
1,5.3892
1,5.92307
1,6.5098
1,7.15465
1,7.86336
1,8.64225
1,9.49827
1,10.4391
1,11.473
1,12.6093
1,13.8581
1,15.2305
1,16.7388
1,18.3964
1,20.2179
1,22.2198
1,24.4196
1,26.8371
1,29.4937
1,32.413
1,35.6209
1,39.1459
1,43.0133
1,47.2283
1,51.7735
1,56.5983
1,61.6184
1,66.7332
1,71.8245
1,76.7523
1,81.3849
1,85.6135
1,89.3661
1,92.6027
1,95.3054
1,97.4681
1,99.0981
1,100.222
1,100.881
1,101.119
1,100.98
1,100.506
1,99.7345
1,98.7064
1,97.454
1,96.0064
1,94.3873
1,92.6209
1,90.7359
1,88.7177
1,86.5433
1,84.2366
1,81.8366
1,79.381
1,76.9114
1,74.467
1,72.0701
1,69.7345
1,67.4666
1,65.2785
1,63.1902
1,61.1694
1,59.1587
1,57.1367
1,55.1009
1,53.0629
1,51.0316
1,49.0101
1,47.0408
1,45.1447
1,43.3307
1,41.6008
1,39.9516
1,38.3806
1,36.8861
1,35.4623
1,34.1295
1,32.8962
1,31.7657
1,30.7381
1,29.8101
1,28.9784
1,28.2383
1,27.5868
1,27.0197
1,26.5309
1,26.0965
1,25.6872
1,25.2934
1,24.9151
2,0.865222
2,0.950409
2,1.04398
2,1.14677
2,1.25968
2,1.3837
2,1.51993
2,1.66957
2,1.83395
2,2.01451
2,2.21284
2,2.4307
2,2.67001
2,2.93288
2,3.22162
2,3.53878
2,3.88717
2,4.26985
2,4.6902
2,5.15193
2,5.6591
2,6.21618
2,6.8281
2,7.50024
2,8.23853
2,9.04948
2,9.94022
2,10.9186
2,11.9933
2,13.1737
2,14.4702
2,15.8942
2,17.4583
2,19.1763
2,21.0632
2,23.1356
2,25.4118
2,27.9116
2,30.6572
2,33.6725
2,36.9841
2,40.6209
2,44.6087
2,48.9521
2,53.6321
2,58.5957
2,63.7546
2,69.0041
2,74.2216
2,79.2622
2,83.9902
2,88.2937
2,92.0995
2,95.3678
2,98.0814
2,100.235
2,101.839
2,102.921
2,103.523
2,103.695
2,103.48
2,102.924
2,102.065
2,100.946
2,99.5999
2,98.0572
2,96.3425
2,94.4805
2,92.5009
2,90.3884
2,88.1196
2,85.719
2,83.2268
2,80.6815
2,78.1257
2,75.5995
2,73.1255
2,70.7173
2,68.3815
2,66.1298
2,63.9827
2,61.9066
2,59.8426
2,57.7687
2,55.6825
2,53.5958
2,51.5177
2,49.4515
2,47.4401
2,45.5051
2,43.6553
2,41.8925
2,40.2131
2,38.6144
2,37.0942
2,35.6469
2,34.2928
2,33.0405
2,31.893
2,30.8503
2,29.9088
2,29.0651
2,28.3142
2,27.6529
2,27.077
2,26.58
2,26.1376
2,25.7202
2,25.3181
2,24.9315
3,0.899136
3,0.98688
3,1.08319
3,1.18889
3,1.30491
3,1.43226
3,1.57203
3,1.72543
3,1.89381
3,2.07862
3,2.28146
3,2.50409
3,2.74845
3,3.01665
3,3.31101
